<head>
SongTitle:Body Talk
Duration:123
Tempo:128
Difficulty:Hard
Credits(If there is copyright):M2U, Cytus II, Rayark 

</head>

/* 

For body the format should be like this :

type,color,posx,posy,direction,duration,time
0,#FFFFFF,6,0,d,0,21.6419868469238
0,#FFFFFF,-6,2,a,0,22.1236152648926
0,#FFFFFF,6,2,d,0,22.1236152648926
0,#FFFFFF,6,0,d,0,23.0204391479492
0,#FFFFFF,-6,-2,w,0,23.2531204223633
0,#FFFFFF,-6,-2,x,0,23.718090057373
0,#FFFFFF,-6,-2,w,0,23.9505729675293
0,#FFFFFF,-6,-2,a,0,24.4155426025391
0,#FFFFFF,0,0,q,0,24.8952941894531
0,#FFFFFF,0,0,e,0,25.3952941894531
0,#FFFFFF,0,0,z,0,25.8605690002441
0,#FFFFFF,0,0,c,0,26.3587837219238
0,#FFFFFF,0,0,a,0,26.8580673217773
0,#FFFFFF,0,0,d,0,27.3212745666504
1,#FFFFFF,6,0,w,32.1719436645508,28.0028762817383
1,#FFFFFF,-6,0,w,32.1719436645508,28.0028762817383
0,#FFFFFF,-2,2,d,0,31.2743576049805
0,#FFFFFF,2,2,x,0,31.519436645508
0,#FFFFFF,2,-3,a,0,31.7819436645508
0,#FFFFFF,-6,-3,w,0,32.3719436645508
0,#FFFFFF,-6,-1,w,0,32.8031044006348
0,#FFFFFF,-6,1,w,0,33.0522422790527
0,#FFFFFF,-6,3,d,0,33.3179893493652
0,#FFFFFF,-4,3,d,0,33.8162727355957
0,#FFFFFF,6,3,z,0,34.7464027404785
0,#FFFFFF,4,2,z,0,34.9457130432129
0,#FFFFFF,2,1,q,0,35.1782379150391
0,#FFFFFF,0,2,q,0,35.4439888000488
0,#FFFFFF,-2,3,z,0,35.6432991027832
0,#FFFFFF,-6,1,x,0,36.6896858215332
0,#FFFFFF,-6,-1,d,0,37.1547508239746
0,#FFFFFF,0,0,x,0,38.0184326171875
0,#FFFFFF,-2,-2,w,0,38.2509841918945
0,#FFFFFF,2,-2,w,0,38.2509841918945
0,#FFFFFF,0,0,x,0,39.2973594665527
0,#FFFFFF,0,0,x,0,39.4966850280762
0,#FFFFFF,-4,-2,w,0,39.9617576599121
0,#FFFFFF,4,-2,w,0,39.9617576599121
0,#FFFFFF,0,2,x,0,40.5929222106934
0,#FFFFFF,0,2,x,0,40.9254737854004
0,#FFFFFF,-2,-2,w,0,41.5566917419434
0,#FFFFFF,0,-2,x,0,41.821312713623
0,#FFFFFF,2,-2,w,0,42.1029945373535
0,#FFFFFF,0,0,x,0,42.735523223877
0,#FFFFFF,0,2,w,0,42.9348411560059
0,#FFFFFF,-3,3,a,0,44.1307563781738
0,#FFFFFF,3,1,d,0,44.3633003234863
0,#FFFFFF,-3,-1,a,0,44.5614692687988
0,#FFFFFF,-2,-3,w,0,45.5099708557129
0,#FFFFFF,2,-3,w,0,45.5099708557129
0,#FFFFFF,2,-1,w,0,45.9983152770996
0,#FFFFFF,-2,-1,w,0,45.9983152770996
0,#FFFFFF,-4,1,x,0,46.3066596984863
0,#FFFFFF,4,1,x,0,46.3066596984863
0,#FFFFFF,-2,3,w,0,46.7385520935059
0,#FFFFFF,2,3,w,0,46.7385520935059
0,#FFFFFF,-6,3,x,0,47.6687889099121
0,#FFFFFF,6,3,x,0,47.6687889099121
0,#FFFFFF,6,1,x,0,48.1172981262207
0,#FFFFFF,-6,1,x,0,48.1172981262207
0,#FFFFFF,-4,-1,w,0,48.6150932312012
0,#FFFFFF,4,-1,w,0,48.6150932312012
0,#FFFFFF,-6,-3,x,0,48.9472846984863
0,#FFFFFF,6,-3,x,0,48.9472846984863
0,#FFFFFF,1,0,x,0,49.5119361877441
0,#FFFFFF,1,0,x,0,49.9769401550293
0,#FFFFFF,1,0,x,0,50.4419364929199
0,#FFFFFF,1,0,x,0,50.7740821838379
0,#FFFFFF,-1,0,w,0,51.3885612487793
0,#FFFFFF,-1,0,w,0,51.8206520080566
0,#FFFFFF,-1,0,w,0,52.3189277648926
1,#FFFFFF,0,3,x,60.8231559753418,53.0497245788574
1,#FFFFFF,-3,0,w,60.8231559753418,55.1258583068848
1,#FFFFFF,3,0,w,60.8231559753418,57.2684288024902
0,#FFFFFF,0,0,x,0,60.7231559753418
0,#FFFFFF,0,0,x,0,60.9889106750488
0,#FFFFFF,0,0,x,0,61.4539604187012
0,#FFFFFF,0,0,x,0,61.6864204406738
0,#FFFFFF,-4,0,a,0,62.6498374938965
0,#FFFFFF,-2,0,d,0,63.1654426574707
0,#FFFFFF,0,0,w,0,63.7291969299316
0,#FFFFFF,2,0,x,0,64.0585224914551
0,#FFFFFF,0,-3,d,0,65.4570198059082
0,#FFFFFF,-3,-3,a,0,65.6729621887207
0,#FFFFFF,0,0,q,0,66.3373908996582
0,#FFFFFF,0,0,c,0,66.702823638916
0,#FFFFFF,0,0,c,0,67.0682640075684
0,#FFFFFF,0,0,q,0,67.366577911377
0,#FFFFFF,-2,0.5,w,0,68.2471199035645
0,#FFFFFF,-1,-0.5,x,0,68.4796485900879
0,#FFFFFF,2,0.5,w,0,68.9447288513184
0,#FFFFFF,1,-0.5,x,0,69.1772651672363
0,#FFFFFF,0,-3,w,0,69.4430274963379
0,#FFFFFF,-3,2,x,0,70.1074180603027
0,#FFFFFF,-1,2,x,0,70.1074180603027
0,#FFFFFF,1,-2,x,0,70.8396171569824
0,#FFFFFF,3,-2,x,0,70.8396171569824
0,#FFFFFF,3,2,d,0,71.3867164611816
0,#FFFFFF,2,1,a,0,71.7472604064941
0,#FFFFFF,3,0,d,0,72.0507774353027
0,#FFFFFF,2,-1,a,0,72.2500877380371    
0,#FFFFFF,-2,1,w,0,72.715160369873
0,#FFFFFF,0,-1,x,0,72.9643058776855
1,#FFFFFF,0,-3,w,77.3659019470215,73.961922454834
1,#FFFFFF,3,-3,w,77.3659019470215,73.961922454834
0,#FFFFFF,-1,0,w,0,76.4357566833496
0,#FFFFFF,1,0,x,0,76.635082244873
0,#FFFFFF,2,2,d,0,77.3659019470215
0,#FFFFFF,0,2,a,0,77.6150550842285
0,#FFFFFF,-2,2,d,0,77.9804649353027
0,#FFFFFF,3,0,x,0,78.9412312634234
0,#FFFFFF,3,0,x,0,79.43123123141
0,#FFFFFF,3,0,x,0,79.73123123141
0,#FFFFFF,3,0,x,0,80.33123123141
0,#FFFFFF,3,0,x,0,80.63123123141
0,#FFFFFF,-3,3,a,0,81.31123123414
0,#FFFFFF,-3,0,a,0,82.0712343251
0,#FFFFFF,-3,-3,a,0,82.7754745641
0,#FFFFFF,-1,1,w,0,83.2012315123
0,#FFFFFF,2,2,w,0,84.1274564243
0,#FFFFFF,2,0,w,0,85.0537123834
0,#FFFFFF,0,0,x,0,85.761237348
0,#FFFFFF,0,0,w,0,86.9612447345123
0,#FFFFFF,0,0,w,0,87.877454572
1,#FFFFFF,-3,0,x,92.3475639343262,88.807324126176
1,#FFFFFF,0,0,x,92.3475639343262,88.8023734735
1,#FFFFFF,3,0,x,92.3475639343262,88.801254735345
0,#FFFFFF,0,-3,w,0,90.8690544128418
0,#FFFFFF,0,-3,w,0,91.1612763977051
0,#FFFFFF,0,-3,w,0,91.4667091369629
0,#FFFFFF,-3,-3,a,0,92.1475639343262
0,#FFFFFF,3,-3,d,0,92.1475639343262
0,#FFFFFF,0,3,x,0,92.6126365661621
0,#FFFFFF,0,3,x,0,92.9780540466309
0,#FFFFFF,0,3,x,0,93.3434715270996
0,#FFFFFF,-3,1,q,0,94.1902336120605
0,#FFFFFF,3,1,e,0,94.2927699279785
0,#FFFFFF,0,0,x,0,94.5227699279785
0,#FFFFFF,0,0,x,0,94.8881950378418
0,#FFFFFF,0,0,x,0,95.2536201477051
0,#FFFFFF,-3,-3,a,0,95.9180030822754
0,#FFFFFF,3,-3,d,0,95.9180030822754
0,#FFFFFF,-2,0,w,0,96.4162940979004
0,#FFFFFF,2,0,w,0,96.7651023864746
0,#FFFFFF,-4,0,w,0,97.063549041748
0,#FFFFFF,4,0,w,0,97.3674192810059
0,#FFFFFF,3,-2,z,0,98.0599021911621
0,#FFFFFF,-3,-2,c,0,98.2923774719238
0,#FFFFFF,0,0,w,0,98.5577110290527
0,#FFFFFF,0,0,w,0,98.8567863464355
0,#FFFFFF,0,0,w,0,99.1575984191895
0,#FFFFFF,-3,-3,a,0,100.102993011475
0,#FFFFFF,3,-3,d,0,100.102993011475
0,#FFFFFF,-3,3,a,0,100.468395233154
0,#FFFFFF,3,1,d,0,100.833797454834
0,#FFFFFF,-3,-1,a,0,101.181195831299
0,#FFFFFF,3,-3,d,0,101.413732147217
0,#FFFFFF,0,-3,w,0,101.808120398123
0,#FFFFFF,0,-3,w,0,102.04626083374
0,#FFFFFF,0,-1,w,0,102.411670684814
0,#FFFFFF,0,1,w,0,102.743762969971
0,#FFFFFF,0,3,w,0,103.140291315123
1,#FFFFFF,-3,3,x,107.693685150146,103.673961639404
1,#FFFFFF,3,3,x,107.693685150146,103.673961639404
0,#FFFFFF,0,0,w,0,107.161693572998
0,#FFFFFF,0,0,x,0,107.593685150146
0,#FFFFFF,0,0,x,0,107.958995819092
0,#FFFFFF,0,0,x,0,108.35763168335
0,#FFFFFF,0,0,x,0,108.723079681396
0,#FFFFFF,0,-2,a,0,109.088512420654
0,#FFFFFF,0,-2,d,0,109.287822723389
0,#FFFFFF,-3,-3,w,0,109.553615570068
0,#FFFFFF,3,-2,w,0,109.885829925537
0,#FFFFFF,-2,-1,w,0,110.218059539795
0,#FFFFFF,2,0,w,0,110.535908050537
0,#FFFFFF,-2,2,q,0,111.130644989014
0,#FFFFFF,0,2,c,0,111.230644989014
1,#FFFFFF,-4,-3,e,114.702938079834,111.762828826904
1,#FFFFFF,4,3,z,114.702938079834,111.762828826904
1,#FFFFFF,-6,-3,w,116.579967498779,113.074855804443
1,#FFFFFF,0,-3,w,116.579967498779,113.340587615967
1,#FFFFFF,6,-3,w,116.579967498779,113.639537811279
1,#FFFFFF,6,3,x,118.457012176514,115.500255584717
1,#FFFFFF,-6,-3,w,118.658896942139,115.849086761475
1,#FFFFFF,4,0,w,121.058896942139,117.543407440186
1,#FFFFFF,2,0,w,121.058896942139,117.543407440186
1,#FFFFFF,-2,0,w,120.858896942139,118.457012176514
1,#FFFFFF,-4,0,w,120.858896942139,118.457012176514
