<head>

Song Title : 
Duration :
Tempo :
Difficulty :
Credits (If there is copyright) : 

</head>

/* 

For body the format should be like this :

type,color,posx,posy,direction,duration,time
0,#FFFFFF,0,0,w,0,14.2332153320313
0,#FFFFFF,0,0,w,0,14.5819778442383
0,#FFFFFF,0,0,w,0,14.8477096557617
0,#FFFFFF,0,0,w,0,15.2130737304688
0,#FFFFFF,0,0,w,0,15.5452346801758
0,#FFFFFF,0,0,w,0,15.7445297241211
0,#FFFFFF,0,0,w,0,16.1763381958008
0,#FFFFFF,0,0,w,0,16.4088516235352
0,#FFFFFF,0,0,w,0,16.6745758056641
0,#FFFFFF,0,0,w,0,17.3388977050781
0,#FFFFFF,0,0,w,0,17.7873001098633
0,#FFFFFF,0,0,w,0,18.0530319213867
0,#FFFFFF,0,0,w,0,18.3187561035156
0,#FFFFFF,0,0,w,0,18.7837753295898
0,#FFFFFF,0,0,w,0,19.0162811279297
0,#FFFFFF,0,0,w,0,19.2487945556641
0,#FFFFFF,0,0,w,0,19.7470321655273
0,#FFFFFF,0,0,w,0,19.9795455932617
0,#FFFFFF,0,0,w,0,20.2120590209961
0,#FFFFFF,0,0,w,0,20.4611740112305
0,#FFFFFF,0,0,w,0,20.6936874389648
0,#FFFFFF,0,0,w,0,21.1587066650391
0,#FFFFFF,0,0,w,0,21.6237335205078
0,#FFFFFF,0,0,w,0,22.055549621582
0,#FFFFFF,0,0,w,0,22.9526901245117
0,#FFFFFF,0,0,w,0,23.1852264404297
0,#FFFFFF,0,0,w,0,23.7001342773438
0,#FFFFFF,0,0,w,0,23.8994598388672
0,#FFFFFF,0,0,w,0,24.1652221679688
0,#FFFFFF,0,0,w,0,24.8296203613281
0,#FFFFFF,0,0,w,0,25.2947006225586
0,#FFFFFF,0,0,w,0,25.5604629516602
0,#FFFFFF,0,0,w,0,25.7929992675781
0,#FFFFFF,0,0,w,0,26.2580795288086
0,#FFFFFF,0,0,w,0,26.4906234741211
0,#FFFFFF,0,0,w,0,26.6567230224609
0,#FFFFFF,0,0,w,0,26.939094543457
0,#FFFFFF,0,0,w,0,27.4373931884766
0,#FFFFFF,0,0,w,0,27.6699371337891
0,#FFFFFF,0,0,w,0,27.9356994628906
0,#FFFFFF,0,0,w,0,28.135009765625
0,#FFFFFF,0,0,w,0,28.3675537109375
0,#FFFFFF,0,0,w,0,28.6000900268555
0,#FFFFFF,0,0,w,0,29.7955093383789
0,#FFFFFF,0,0,w,0,29.8951644897461
0,#FFFFFF,0,0,w,0,30.0114288330078
0,#FFFFFF,0,0,w,0,30.1443023681641
0,#FFFFFF,0,0,w,0,30.2107467651367
0,#FFFFFF,0,0,w,0,30.5097198486328
0,#FFFFFF,0,0,w,0,30.7422485351563
0,#FFFFFF,0,0,w,0,31.2073135375977
0,#FFFFFF,0,0,w,0,31.4398498535156
0,#FFFFFF,0,0,w,0,31.7055969238281
0,#FFFFFF,0,0,w,0,32.4364013671875
0,#FFFFFF,0,0,w,0,32.8516311645508
0,#FFFFFF,0,0,w,0,33.0509490966797
0,#FFFFFF,0,0,w,0,33.2834777832031
0,#FFFFFF,0,0,w,0,33.7817687988281
0,#FFFFFF,0,0,w,0,33.981071472168
0,#FFFFFF,0,0,w,0,34.2135925292969
0,#FFFFFF,0,0,w,0,34.4461288452148
0,#FFFFFF,0,0,w,0,34.6454391479492
0,#FFFFFF,0,0,w,0,34.9111938476563
0,#FFFFFF,0,0,w,0,35.1105041503906
0,#FFFFFF,0,0,w,0,35.3430404663086
0,#FFFFFF,0,0,w,0,35.6253967285156
0,#FFFFFF,0,0,w,0,35.8579254150391
0,#FFFFFF,0,0,w,0,36.1236801147461
0,#FFFFFF,0,0,w,0,36.5555267333984
0,#FFFFFF,0,0,w,0,36.9873657226563
0,#FFFFFF,0,0,w,0,37.4856491088867
0,#FFFFFF,0,0,w,0,37.6845016479492
0,#FFFFFF,0,0,w,0,37.9170150756836
0,#FFFFFF,0,0,w,0,38.166130065918
0,#FFFFFF,0,0,w,0,38.5647277832031
0,#FFFFFF,0,0,w,0,38.6975936889648
0,#FFFFFF,0,0,w,0,38.8969116210938
0,#FFFFFF,0,0,w,0,39.1294479370117
0,#FFFFFF,0,0,w,0,39.5280838012695
0,#FFFFFF,0,0,w,0,39.6609573364258
0,#FFFFFF,0,0,w,0,39.8934936523438
0,#FFFFFF,0,0,w,0,40.0927581787109
0,#FFFFFF,0,0,w,0,40.4913558959961
0,#FFFFFF,0,0,w,0,40.6242218017578
0,#FFFFFF,0,0,w,0,40.8567504882813
0,#FFFFFF,0,0,w,0,41.0560455322266
0,#FFFFFF,0,0,w,0,41.4214401245117
0,#FFFFFF,0,0,w,0,41.7203979492188
0,#FFFFFF,0,0,w,0,41.9695281982422
0,#FFFFFF,0,0,w,0,42.3349151611328
0,#FFFFFF,0,0,w,0,42.4345703125
0,#FFFFFF,0,0,w,0,42.700309753418
0,#FFFFFF,0,0,w,0,42.9328308105469
0,#FFFFFF,0,0,w,0,43.2649383544922
0,#FFFFFF,0,0,w,0,43.3645858764648
0,#FFFFFF,0,0,w,0,43.5970916748047
0,#FFFFFF,0,0,w,0,44.0952987670898
0,#FFFFFF,0,0,w,0,44.3277969360352
0,#FFFFFF,0,0,w,0,44.5436935424805
0,#FFFFFF,0,0,w,0,45.0419158935547
0,#FFFFFF,0,0,w,0,45.7398223876953
0,#FFFFFF,0,0,w,0,46.2048873901367
0,#FFFFFF,0,0,w,0,46.4374237060547
0,#FFFFFF,0,0,w,0,46.7031707763672
0,#FFFFFF,0,0,w,0,47.0353546142578
0,#FFFFFF,0,0,w,0,47.400764465332
0,#FFFFFF,0,0,w,0,47.6332855224609
0,#FFFFFF,0,0,w,0,48.0817413330078
0,#FFFFFF,0,0,w,0,48.3474960327148
0,#FFFFFF,0,0,w,0,48.5800323486328
0,#FFFFFF,0,0,w,0,48.9122161865234
0,#FFFFFF,0,0,w,0,49.2776260375977
0,#FFFFFF,0,0,w,0,49.476936340332
0,#FFFFFF,0,0,w,0,49.9419937133789
0,#FFFFFF,0,0,w,0,50.1911315917969
0,#FFFFFF,0,0,w,0,50.4568862915039
0,#FFFFFF,0,0,w,0,50.7890777587891
0,#FFFFFF,0,0,w,0,51.1212615966797
0,#FFFFFF,0,0,w,0,51.3870162963867
0,#FFFFFF,0,0,w,0,51.8188629150391
0,#FFFFFF,0,0,w,0,52.0846176147461
0,#FFFFFF,0,0,w,0,52.2839279174805
0,#FFFFFF,0,0,w,0,52.6493301391602
0,#FFFFFF,0,0,w,0,52.9815216064453
0,#FFFFFF,0,0,w,0,53.2140579223633
0,#FFFFFF,0,0,w,0,53.4632034301758
0,#FFFFFF,0,0,w,0,53.7289505004883
0,#FFFFFF,0,0,w,0,53.9946975708008
0,#FFFFFF,0,0,w,0,54.2272415161133
0,#FFFFFF,0,0,w,0,54.4929885864258
0,#FFFFFF,0,0,w,0,54.8583908081055
0,#FFFFFF,0,0,w,0,55.0909194946289
0,#FFFFFF,0,0,w,0,55.3234481811523
0,#FFFFFF,0,0,w,0,55.5891952514648
0,#FFFFFF,0,0,w,0,55.8549423217773
0,#FFFFFF,0,0,w,0,56.0542678833008
0,#FFFFFF,0,0,w,0,56.4362869262695
0,#FFFFFF,0,0,w,0,56.8349075317383
0,#FFFFFF,0,0,w,0,57.0342178344727
0,#FFFFFF,0,0,w,0,57.1338729858398
0,#FFFFFF,0,0,w,0,57.2667465209961
0,#FFFFFF,0,0,w,0,57.3664016723633
0,#FFFFFF,0,0,w,0,57.4992752075195
0,#FFFFFF,0,0,w,0,57.5989303588867
0,#FFFFFF,0,0,w,0,57.731803894043
0,#FFFFFF,0,0,w,0,57.8314743041992
0,#FFFFFF,0,0,w,0,57.9311294555664
0,#FFFFFF,0,0,w,0,58.0640029907227
0,#FFFFFF,0,0,w,0,58.1636581420898
0,#FFFFFF,0,0,w,0,58.2965316772461
0,#FFFFFF,0,0,w,0,58.4294052124023
0,#FFFFFF,0,0,w,0,58.5290603637695
0,#FFFFFF,0,0,w,0,58.6951675415039
0,#FFFFFF,0,0,w,0,60.7042922973633
0,#FFFFFF,0,0,w,0,60.9367904663086
0,#FFFFFF,0,0,w,0,61.4184036254883
0,#FFFFFF,0,0,w,0,61.6509170532227
0,#FFFFFF,0,0,w,0,61.916633605957
0,#FFFFFF,0,0,w,0,62.3484268188477
0,#FFFFFF,0,0,w,0,62.5478286743164
0,#FFFFFF,0,0,w,0,62.9131546020508
0,#FFFFFF,0,0,w,0,63.3117141723633
0,#FFFFFF,0,0,w,0,63.7602462768555
0,#FFFFFF,0,0,w,0,64.0260391235352
0,#FFFFFF,0,0,w,0,64.2918319702148
0,#FFFFFF,0,0,w,0,64.5243911743164
0,#FFFFFF,0,0,w,0,64.723747253418
0,#FFFFFF,0,0,w,0,64.9563064575195
0,#FFFFFF,0,0,w,0,65.1888809204102
0,#FFFFFF,0,0,w,0,65.4214401245117
0,#FFFFFF,0,0,w,0,65.6540145874023
0,#FFFFFF,0,0,w,0,65.902702331543
0,#FFFFFF,0,0,w,0,66.1352767944336
0,#FFFFFF,0,0,w,0,66.3346176147461
0,#FFFFFF,0,0,w,0,66.7332992553711
0,#FFFFFF,0,0,w,0,67.0655136108398
0,#FFFFFF,0,0,w,0,67.530632019043
0,#FFFFFF,0,0,w,0,67.7631912231445
0,#FFFFFF,0,0,w,0,68.0289840698242
0,#FFFFFF,0,0,w,0,68.244499206543
0,#FFFFFF,0,0,w,0,68.4769515991211
0,#FFFFFF,0,0,w,0,68.7426681518555
0,#FFFFFF,0,0,w,0,68.9751663208008
0,#FFFFFF,0,0,w,0,69.2076644897461
0,#FFFFFF,0,0,w,0,69.4401626586914
0,#FFFFFF,0,0,w,0,69.6726608276367
0,#FFFFFF,0,0,w,0,69.905158996582
0,#FFFFFF,0,0,w,0,70.1376571655273
0,#FFFFFF,0,0,w,0,70.4697952270508
0,#FFFFFF,0,0,w,0,70.8686294555664
0,#FFFFFF,0,0,w,0,71.3171310424805
0,#FFFFFF,0,0,w,0,71.549690246582
0,#FFFFFF,0,0,w,0,71.7490310668945
0,#FFFFFF,0,0,w,0,71.9815902709961
0,#FFFFFF,0,0,w,0,72.2141342163086
0,#FFFFFF,0,0,w,0,72.4799270629883
0,#FFFFFF,0,0,w,0,72.7120742797852
0,#FFFFFF,0,0,w,0,72.9113540649414
0,#FFFFFF,0,0,w,0,73.1438522338867
0,#FFFFFF,0,0,w,0,73.409553527832
0,#FFFFFF,0,0,w,0,73.6255111694336
0,#FFFFFF,0,0,w,0,73.8912887573242
0,#FFFFFF,0,0,w,0,74.1238327026367
0,#FFFFFF,0,0,w,0,74.3563919067383
0,#FFFFFF,0,0,w,0,74.6221542358398
0,#FFFFFF,0,0,w,0,74.8547134399414
0,#FFFFFF,0,0,w,0,74.9543685913086
0,#FFFFFF,0,0,w,0,75.0872573852539
0,#FFFFFF,0,0,w,0,75.1869125366211
0,#FFFFFF,0,0,w,0,75.3198013305664
0,#FFFFFF,0,0,w,0,75.4194717407227
0,#FFFFFF,0,0,w,0,75.5191421508789
0,#FFFFFF,0,0,w,0,75.6187973022461
0,#FFFFFF,0,0,w,0,75.7516860961914
0,#FFFFFF,0,0,w,0,75.9842300415039
0,#FFFFFF,0,0,w,0,76.1835556030273
0,#FFFFFF,0,0,w,0,76.449333190918
0,#FFFFFF,0,0,w,0,76.6982498168945
0,#FFFFFF,0,0,w,0,76.9307174682617
0,#FFFFFF,0,0,w,0,77.3956069946289
0,#FFFFFF,0,0,w,0,77.628044128418
0,#FFFFFF,0,0,w,0,77.9605941772461
0,#FFFFFF,0,0,w,0,78.3260726928711
0,#FFFFFF,0,0,w,0,78.7912368774414
0,#FFFFFF,0,0,w,0,78.990592956543
0,#FFFFFF,0,0,w,0,79.2730178833008
0,#FFFFFF,0,0,w,0,79.5055923461914
0,#FFFFFF,0,0,w,0,79.7376480102539
0,#FFFFFF,0,0,w,0,79.9701919555664
0,#FFFFFF,0,0,w,0,80.2027206420898
0,#FFFFFF,0,0,w,0,80.4352493286133
0,#FFFFFF,0,0,w,0,80.7010116577148
0,#FFFFFF,0,0,w,0,80.9335556030273
0,#FFFFFF,0,0,w,0,81.1328659057617
0,#FFFFFF,0,0,w,0,81.3653945922852
0,#FFFFFF,0,0,w,0,81.7308120727539
0,#FFFFFF,0,0,w,0,82.0630111694336
0,#FFFFFF,0,0,w,0,82.5446853637695
0,#FFFFFF,0,0,w,0,82.777229309082
0,#FFFFFF,0,0,w,0,83.0097579956055
0,#FFFFFF,0,0,w,0,83.275520324707
0,#FFFFFF,0,0,w,0,83.5080490112305
0,#FFFFFF,0,0,w,0,83.7073593139648
0,#FFFFFF,0,0,w,0,83.9399032592773
0,#FFFFFF,0,0,w,0,84.1724319458008
0,#FFFFFF,0,0,w,0,84.4049758911133
0,#FFFFFF,0,0,w,0,84.6375045776367
0,#FFFFFF,0,0,w,0,84.8700485229492
0,#FFFFFF,0,0,w,0,85.1191787719727
0,#FFFFFF,0,0,w,0,85.4845962524414
0,#FFFFFF,0,0,w,0,85.8168106079102
0,#FFFFFF,0,0,w,0,86.2818832397461
0,#FFFFFF,0,0,w,0,86.5144119262695
0,#FFFFFF,0,0,w,0,86.746955871582
0,#FFFFFF,0,0,w,0,87.0127029418945
0,#FFFFFF,0,0,w,0,87.245246887207
0,#FFFFFF,0,0,w,0,87.5109939575195
0,#FFFFFF,0,0,w,0,87.760139465332
0,#FFFFFF,0,0,w,0,87.9926834106445
0,#FFFFFF,0,0,w,0,88.225227355957
0,#FFFFFF,0,0,w,0,88.4577560424805
0,#FFFFFF,0,0,w,0,88.690299987793
0,#FFFFFF,0,0,w,0,88.8896102905273
0,#FFFFFF,0,0,w,0,90.185173034668
0,#FFFFFF,0,0,w,0,90.733283996582
0,#FFFFFF,0,0,w,0,91.065055847168
0,#FFFFFF,0,0,w,0,91.1979446411133
0,#FFFFFF,0,0,w,0,91.4637222290039
0,#FFFFFF,0,0,w,0,91.662971496582
0,#FFFFFF,0,0,w,0,91.8291091918945
0,#FFFFFF,0,0,w,0,92.1613845825195
0,#FFFFFF,0,0,w,0,92.5933609008789
0,#FFFFFF,0,0,w,0,92.958366394043
0,#FFFFFF,0,0,w,0,93.0746536254883
0,#FFFFFF,0,0,w,0,93.3404312133789
0,#FFFFFF,0,0,w,0,93.572868347168
0,#FFFFFF,0,0,w,0,93.6725234985352
0,#FFFFFF,0,0,w,0,94.0379257202148
0,#FFFFFF,0,0,w,0,94.2704544067383
0,#FFFFFF,0,0,w,0,94.5029678344727
0,#FFFFFF,0,0,w,0,94.8351516723633
0,#FFFFFF,0,0,w,0,94.9347915649414
0,#FFFFFF,0,0,w,0,95.2005386352539
0,#FFFFFF,0,0,w,0,95.4330520629883
0,#FFFFFF,0,0,w,0,95.5327072143555
0,#FFFFFF,0,0,w,0,95.8814926147461
0,#FFFFFF,0,0,w,0,96.412971496582
0,#FFFFFF,0,0,w,0,96.7451400756836
0,#FFFFFF,0,0,w,0,96.8780136108398
0,#FFFFFF,0,0,w,0,97.0773086547852
0,#FFFFFF,0,0,w,0,97.3098373413086
0,#FFFFFF,0,0,w,0,97.542350769043
0,#FFFFFF,0,0,w,0,97.7748794555664
0,#FFFFFF,0,0,w,0,98.0073928833008
0,#FFFFFF,0,0,w,0,98.2565231323242
0,#FFFFFF,0,0,w,0,98.5887069702148
0,#FFFFFF,0,0,w,0,98.7547836303711
0,#FFFFFF,0,0,w,0,98.9540939331055
0,#FFFFFF,0,0,w,0,99.1866226196289
0,#FFFFFF,0,0,w,0,99.3194808959961
0,#FFFFFF,0,0,w,0,99.6516647338867
0,#FFFFFF,0,0,w,0,100.116706848145
0,#FFFFFF,0,0,w,0,100.448875427246
0,#FFFFFF,0,0,w,0,100.581748962402
0,#FFFFFF,0,0,w,0,100.781044006348
0,#FFFFFF,0,0,w,0,101.096611022949
0,#FFFFFF,0,0,w,0,101.262687683105
0,#FFFFFF,0,0,w,0,101.395561218262
0,#FFFFFF,0,0,w,0,101.594871520996
0,#FFFFFF,0,0,w,0,101.79418182373
0,#FFFFFF,0,0,w,0,102.026710510254
0,#FFFFFF,0,0,w,0,102.325660705566
0,#FFFFFF,0,0,w,0,102.458534240723
0,#FFFFFF,0,0,w,0,102.724067687988
0,#FFFFFF,0,0,w,0,102.956596374512
0,#FFFFFF,0,0,w,0,103.089485168457
0,#FFFFFF,0,0,w,0,103.421684265137
0,#FFFFFF,0,0,w,0,103.654228210449
0,#FFFFFF,0,0,w,0,103.886772155762
0,#FFFFFF,0,0,w,0,104.26880645752
0,#FFFFFF,0,0,w,0,104.601005554199
0,#FFFFFF,0,0,w,0,104.833549499512
0,#FFFFFF,0,0,w,0,105.23218536377
0,#FFFFFF,0,0,w,0,105.464744567871
0,#FFFFFF,0,0,w,0,105.730491638184
0,#FFFFFF,0,0,w,0,106.095924377441
0,#FFFFFF,0,0,w,0,106.47745513916
0,#FFFFFF,0,0,w,0,106.709938049316
0,#FFFFFF,0,0,w,0,106.842781066895
0,#FFFFFF,0,0,w,0,107.141670227051
0,#FFFFFF,0,0,w,0,107.639839172363
0,#FFFFFF,0,0,w,0,108.005165100098
0,#FFFFFF,0,0,w,0,108.137992858887
0,#FFFFFF,0,0,w,0,108.337272644043
0,#FFFFFF,0,0,w,0,108.586738586426
0,#FFFFFF,0,0,w,0,108.719657897949
0,#FFFFFF,0,0,w,0,109.018730163574
0,#FFFFFF,0,0,w,0,109.251335144043
0,#FFFFFF,0,0,w,0,109.483940124512
0,#FFFFFF,0,0,w,0,109.848915100098
0,#FFFFFF,0,0,w,0,109.981803894043
0,#FFFFFF,0,0,w,0,110.214332580566
0,#FFFFFF,0,0,w,0,110.446815490723
0,#FFFFFF,0,0,w,0,110.546424865723
0,#FFFFFF,0,0,w,0,110.878578186035
0,#FFFFFF,0,0,w,0,111.12767791748
0,#FFFFFF,0,0,w,0,111.393394470215
0,#FFFFFF,0,0,w,0,111.725547790527
0,#FFFFFF,0,0,w,0,111.858406066895
0,#FFFFFF,0,0,w,0,112.09090423584
0,#FFFFFF,0,0,w,0,112.323417663574
0,#FFFFFF,0,0,w,0,112.456275939941
0,#FFFFFF,0,0,w,0,112.788429260254
0,#FFFFFF,0,0,w,0,113.020927429199
0,#FFFFFF,0,0,w,0,113.253425598145
0,#FFFFFF,0,0,w,0,113.552360534668
0,#FFFFFF,0,0,w,0,113.701820373535
0,#FFFFFF,0,0,w,0,113.967552185059
0,#FFFFFF,0,0,w,0,114.166831970215
0,#FFFFFF,0,0,w,0,114.299690246582
0,#FFFFFF,0,0,w,0,114.665046691895
0,#FFFFFF,0,0,w,0,115.130058288574
0,#FFFFFF,0,0,w,0,115.428977966309
0,#FFFFFF,0,0,w,0,115.561836242676
0,#FFFFFF,0,0,w,0,115.79468536377
0,#FFFFFF,0,0,w,0,116.060432434082
0,#FFFFFF,0,0,w,0,116.160087585449
0,#FFFFFF,0,0,w,0,116.508888244629
0,#FFFFFF,0,0,w,0,116.774635314941
0,#FFFFFF,0,0,w,0,116.97388458252
0,#FFFFFF,0,0,w,0,117.472190856934
0,#FFFFFF,0,0,w,0,117.671501159668
0,#FFFFFF,0,0,w,0,117.93726348877
0,#FFFFFF,0,0,w,0,118.169792175293
0,#FFFFFF,0,0,w,0,118.418937683105
0,#FFFFFF,0,0,w,0,118.651466369629
0,#FFFFFF,0,0,w,0,121.192756652832
