<head>

SongTitle:Body Talk
Duration:123
Tempo:128
Difficulty:Normal
Credits(If there is copyright):M2U, Cytus II, Rayark

</head>

/* 

For body the format should be like this :

type,color,posx,posy,direction,duration,time
0,#a782f0,-3,0,a,0,65.38
0,#817fee,3,0,x,0,66.28
0,#92d9fa,0,2,d,0,67.03
0,#7fcaee,0,-2,w,0,67.72
0,#cb83f1,0,0,w,0,69.10
0,#c08bf6,0,0,x,0,70.03
0,#84cef1,0,0,a,0,70.73
0,#82ccf0,0,0,d,0,71.44
0,#a781ef,-3,0,w,0,73.82
0,#ac87f3,-3,0,w,0,75.65
0,#a57fee,-3,0,w,0,76.59
0,#8af5dc,-3,0,w,0,77.56
0,#8cd4f7,-3,0,w,0,78.22
0,#7dc9ed,3,0,x,0,78.94
0,#8bf69c,3,0,x,0,79.43
0,#a47fee,3,0,x,0,80.33
0,#8ef8df,3,0,x,0,81.31
0,#85a8f2,3,0,x,0,81.97
0,#8180ee,3,0,x,0,82.71
0,#7da1ed,-1,1,w,0,83.20
0,#f183d5,2,2,w,0,84.12
0,#88f4db,2,0,w,0,85.05
0,#7fcbee,0,0,x,0,85.76
0,#f082b5,0,0,w,0,86.96
0,#f082d4,0,0,w,0,87.87
0,#7a78e9,-3,0,x,0,88.80
0,#7a78e9,0,0,x,0,88.80
0,#7a78e9,3,0,x,0,88.80
0,#f387d8,-6,3,c,0,90.68
0,#b894fc,-4,2,d,0,91.64
0,#92fae1,0,-1,c,0,92.54
0,#92d9fb,6,3,z,0,93.48
0,#f387d8,4,2,a,0,94.45
0,#b490f9,0,-1,z,0,95.38
0,#90f9e0,0,0,w,0,96.32
0,#94c8fc,0,0,w,0,97.29
0,#ac87f4,0,0,w,0,97.72
0,#8280ef,-8,0,a,0,98.20
0,#b591fa,0,-2,x,0,99.13
0,#91faf5,8,0,d,0,100.06
0,#83a7f1,0,-3.5,w,0,101.01
0,#f285d7,4,0,a,0,101.97
0,#b895fc,2,0,x,0,102.88
0,#8df79f,0,0,w,0,103.81
0,#92faa3,0,0,w,0,104.79
0,#91f78d,0,0,w,0,105.23
0,#a9f88e,0,0,w,0,105.69
0,#b490f9,-5,0,w,0,106.64
0,#c1a2ff,-3,0,x,0,107.60
0,#83cef1,4,0,c,0,108.53
0,#a996fd,1,0,q,0,109.44
0,#cb98fe,0,0,w,0,110.41
0,#bb98fe,0,0,w,0,111.34
0,#82cdf0,2,0,z,0,112.28
0,#b693fb,0,0,w,0,113.18
0,#b592fa,4,0,z,0,114.11
0,#b38ff9,0,0,w,0,115.09
0,#82ccf0,-6,0,a,0,116.02
0,#b996fd,6,0,d,0,116.97
0,#8684f1,0,0,w,0,117.86
0,#ffefa5,4,0,x,0,118.81
0,#ffefa5,2,0,x,0,118.81
0,#ffefa5,-2,0,x,0,118.81
0,#ffefa5,-4,0,x,0,118.81
