<head>

SongTitle:il vento d'oro
Duration:123
Tempo:128
Difficulty:Easy
Credits(If there is copyright):

</head>

/* 

For body the format should be like this :

type,color,posx,posy,direction,duration,time
0,#92fae1,0,3,x,0,32.6126365661621
0,#92d9fb,0,3,x,0,32.9780540466309
0,#92d9fb,0,3,x,0,33.3434715270996
0,#b996fd,-3,1,q,0,34.1902336120605
0,#f387d8,3,1,e,0,34.2927699279785
0,#f387d8,0,0,x,0,34.5227699279785
0,#8382f0,0,0,x,0,34.8881950378418
0,#b490f9,0,0,x,0,35.2536201477051
0,#b894fc,-3,-3,a,0,35.9180030822754
0,#b894fc,3,-3,d,0,35.9180030822754
0,#90f9e0,-2,0,w,0,36.4162940979004
0,#81ccef,2,0,w,0,36.7651023864746
0,#94c8fc,-4,0,w,0,37.063549041748
0,#94c8fc,4,0,w,0,37.3674192810059
0,#8280ef,3,-2,z,0,38.0599021911621
0,#8280ef,-3,-2,c,0,38.2923774719238
0,#7f7eed,0,0,w,0,38.5577110290527
0,#7f7eed,0,0,w,0,38.8567863464355
0,#b591fa,0,0,w,0,39.1575984191895
0,#91faf5,-3,-3,a,0,40.102993011475
0,#91faf5,3,-3,d,0,40.102993011475
0,#91faf5,-3,3,a,0,40.468395233154
0,#83a7f1,3,1,d,0,40.833797454834
0,#83a7f1,-3,-1,a,0,41.181195831299
0,#7fa3ee,3,-3,d,0,41.413732147217
0,#f285d7,0,-3,w,0,41.808120398123
0,#f285d7,0,-3,w,0,42.04626083374
0,#83a7f1,0,-1,w,0,42.411670684814
0,#b895fc,0,1,w,0,42.743762969971
0,#cd86f3,0,3,w,0,43.140291315123
1,#c1a2ff,-3,3,x,47.693685150146,43.673961639404
1,#c1a2ff,3,3,x,47.693685150146,43.673961639404
0,#b895fc,0,0,w,0,47.161693572998
0,#c1a2ff,0,0,x,0,47.593685150146
0,#91f9cc,0,0,x,0,47.958995819092
0,#83cef1,0,0,x,0,48.35763168335
0,#95c8fc,0,0,x,0,48.723079681396
0,#95c8fc,0,-2,a,0,49.088512420654
0,#a996fd,0,-2,d,0,49.287822723389
0,#a996fd,-3,-3,w,0,49.553615570068
0,#ac87f3,3,-2,w,0,49.885829925537
0,#cb98fe,-2,-1,w,0,50.218059539795
0,#cc99ff,2,0,w,0,50.535908050537
0,#bb98fe,-2,2,q,0,51.130644989014
0,#bb98fe,0,2,c,0,51.230644989014
1,#8583f1,4,3,z,54.702938079834,51.762828826904
1,#8583f1,-4,-3,e,54.702938079834,51.762828826904
1,#b996fd,-6,-3,w,56.579967498779,53.074855804443
1,#b996fd,0,-3,w,56.579967498779,53.340587615967
1,#b996fd,6,-3,w,56.579967498779,53.639537811279
1,#ffefa5,6,3,x,58.457012176514,55.500255584717
1,#ffefa5,-6,-3,w,58.658896942139,55.849086761475
1,#9f73e6,4,0,w,61.058896942139,57.543407440186
1,#9f73e6,2,0,w,61.058896942139,57.543407440186
1,#9f73e6,-2,0,w,60.858896942139,58.457012176514
1,#9f73e6,-4,0,w,60.858896942139,58.457012176514
